CONTROL,WEIGHT,TENURE,INCOME,RENT,MORT_AMT,HOME_VAL,MOVE_YEAR,DIVISION,METRO,TOTROOMS,PERPOVLVL,SOURCE,SURVEY_YEAR,IS_OWNER,IS_RENTER,EDU_TIER,YEARS_US,DIV_MEDIAN_RENT,Rp,LATE_PAYMENT_FLAG,EVICTION_THREAT,HOUSING_DISTRESS,E_norm,T_norm,HC_WCI
11086433,4078.7304262,1,266000.0,,2199.0,636165.0,2016.0,3,99998,8,501.0,AHS_2023,2023,1,0,5.0,7.0,800.0,,,,,1.0,0.23333333333333334,
11086434,1420.8632373,1,160000.0,,834.0,330821.0,2016.0,7,26420,8,501.0,AHS_2023,2023,1,0,5.0,7.0,1100.0,,,,,1.0,0.23333333333333334,
11086439,479.90189265,2,13430.0,240.0,,,2015.0,9,31080,3,94.0,AHS_2023,2023,0,1,4.0,8.0,1700.0,0.1411764705882353,,,,0.75,0.26666666666666666,0.3859477124183006
11086440,6911.8530055,2,191400.0,2000.0,,,2021.0,4,99998,3,501.0,AHS_2023,2023,0,1,5.0,2.0,690.0,2.6881720430107525,,,,1.0,0.06666666666666667,1.2516129032258065
11086443,1424.2180412,2,46400.0,1900.0,,,2021.0,7,26420,5,153.0,AHS_2023,2023,0,1,4.0,2.0,1100.0,1.7272727272727273,,,,0.75,0.06666666666666667,0.8479797979797982
11086444,1095.5653545,1,144000.0,,1199.0,407897.0,2019.0,7,26420,7,387.0,AHS_2023,2023,1,0,5.0,4.0,1100.0,,0.0,,0.0,1.0,0.13333333333333333,
11086447,1095.5653545,1,20050.0,,,872039.0,2015.0,7,26420,9,83.0,AHS_2023,2023,1,0,5.0,8.0,1100.0,,,,,1.0,0.26666666666666666,
11086448,828.85804823,,,,,,,7,26420,4,,AHS_2023,2023,0,0,,,1100.0,,,,,,,
11086453,6092.9314569,1,90000.0,,665.0,311865.0,2018.0,8,99998,5,296.0,AHS_2023,2023,1,0,5.0,5.0,1300.0,,0.0,,0.0,1.0,0.16666666666666666,
11086454,6092.9314569,1,50000.0,,908.0,521604.0,2015.0,8,99998,8,208.0,AHS_2023,2023,1,0,4.0,8.0,1300.0,,,,,0.75,0.26666666666666666,
11086455,3944.3645302,1,116300.0,,,505350.0,2016.0,8,99998,6,501.0,AHS_2023,2023,1,0,5.0,7.0,1300.0,,,,,1.0,0.23333333333333334,
11086456,2370.453853,,,,,694979.0,,6,99998,8,,AHS_2023,2023,0,0,,,550.0,,,,,,,
11086457,1173.3522393,2,50000.0,1600.0,,,2023.0,9,42660,3,321.0,AHS_2023,2023,0,1,4.0,0.0,1700.0,0.9411764705882353,,,,0.75,0.0,0.5637254901960784
11086460,2642.8129232,2,90000.0,2500.0,,,2020.0,9,31080,3,501.0,AHS_2023,2023,0,1,5.0,3.0,1700.0,1.4705882352941178,0.0,0.0,0.0,1.0,0.1,0.8568627450980393
11086461,7259.2223937,2,12000.0,1100.0,,,2023.0,2,99998,4,77.0,AHS_2023,2023,0,1,3.0,0.0,930.0,1.1827956989247312,,,,0.5,0.0,0.5609318996415771
11086462,3237.2135087,1,34700.0,,,279090.0,2015.0,5,99998,4,243.0,AHS_2023,2023,1,0,2.0,8.0,1200.0,,,,,0.25,0.26666666666666666,
11086466,1267.1161767,2,50000.0,1200.0,,,2020.0,7,26420,3,321.0,AHS_2023,2023,0,1,2.0,3.0,1100.0,1.0909090909090908,0.0,0.0,0.0,0.25,0.1,0.4803030303030303
11086467,1191.3591172,1,34510.0,,,288517.0,2017.0,7,26420,5,241.0,AHS_2023,2023,1,0,4.0,6.0,1100.0,,,,,0.75,0.2,
11086469,1500.6299364,2,35000.0,2000.0,,,2021.0,7,26420,8,83.0,AHS_2023,2023,0,1,4.0,2.0,1100.0,1.8181818181818181,0.0,0.0,0.0,0.75,0.06666666666666667,0.8782828282828284
11086470,3944.3645302,1,96000.0,,823.0,720456.0,2017.0,8,99998,6,501.0,AHS_2023,2023,1,0,5.0,6.0,1300.0,,,,,1.0,0.2,
11086471,970.28233809,2,990.0,260.0,,,2015.0,3,99998,4,6.0,AHS_2023,2023,0,1,2.0,8.0,800.0,0.325,0.0,0.0,0.0,0.25,0.26666666666666666,0.2805555555555555
11086474,2980.003792,,,,,321667.0,,5,99998,6,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11086478,811.63817673,1,350000.0,,4854.0,1735681.0,2015.0,9,42660,9,501.0,AHS_2023,2023,1,0,5.0,8.0,1700.0,,0.0,,0.0,1.0,0.26666666666666666,
11086479,1330.2730183,1,82000.0,,,559253.0,2015.0,5,12060,6,453.0,AHS_2023,2023,1,0,4.0,8.0,1200.0,,,,,0.75,0.26666666666666666,
11086481,2723.9218738,2,100000.0,1400.0,,,2020.0,9,31080,4,329.0,AHS_2023,2023,0,1,5.0,3.0,1700.0,0.8235294117647058,,,,1.0,0.1,0.6411764705882353
11086485,1267.1161767,1,175000.0,,2045.0,673426.0,2015.0,7,26420,9,501.0,AHS_2023,2023,1,0,5.0,8.0,1100.0,,0.0,,0.0,1.0,0.26666666666666666,
11086487,5834.625428,2,23000.0,600.0,,,2021.0,7,99998,4,148.0,AHS_2023,2023,0,1,4.0,2.0,1100.0,0.5454545454545454,0.0,0.0,0.0,0.75,0.06666666666666667,0.454040404040404
11086492,2980.003792,,,,,,,5,99998,4,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11086494,3256.0265484,2,54000.0,2500.0,,,2022.0,9,31080,8,120.0,AHS_2023,2023,0,1,5.0,1.0,1700.0,1.4705882352941178,,,,1.0,0.03333333333333333,0.834640522875817
11086495,1362.4266089,,,,,4352952.0,,9,31080,4,,AHS_2023,2023,0,0,,,1700.0,,,,,,,
11086497,1267.1161767,1,97500.0,,,302476.0,2019.0,7,26420,9,417.0,AHS_2023,2023,1,0,5.0,4.0,1100.0,,,,,1.0,0.13333333333333333,
11086498,6099.8249382,1,741000.0,,2012.0,940894.0,2015.0,8,99998,9,501.0,AHS_2023,2023,1,0,5.0,8.0,1300.0,,0.0,,0.0,1.0,0.26666666666666666,
11086501,5834.625428,2,202000.0,600.0,,,2021.0,7,99998,5,501.0,AHS_2023,2023,0,1,5.0,2.0,1100.0,0.5454545454545454,,,,1.0,0.06666666666666667,0.5373737373737374
11086505,1267.1161767,2,67170.0,1600.0,,,2021.0,7,26420,2,432.0,AHS_2023,2023,0,1,5.0,2.0,1100.0,1.4545454545454546,0.0,0.0,0.0,1.0,0.06666666666666667,0.8404040404040405
11086507,1392.2535357,2,55300.0,1800.0,,,2022.0,5,47900,3,357.0,AHS_2023,2023,0,1,5.0,1.0,1200.0,1.5,,,,1.0,0.03333333333333333,0.8444444444444444
11086509,1392.2535357,2,122000.0,1900.0,,,2021.0,5,47900,4,501.0,AHS_2023,2023,0,1,5.0,2.0,1200.0,1.5833333333333333,0.0,0.0,0.0,1.0,0.06666666666666667,0.8833333333333333
11086511,1083.4750043,1,172000.0,,2624.0,700107.0,2016.0,5,47900,7,501.0,AHS_2023,2023,1,0,4.0,7.0,1200.0,,,,,0.75,0.23333333333333334,
11086513,2323.6201862,1,102000.0,,1454.0,918092.0,2021.0,5,47900,7,501.0,AHS_2023,2023,1,0,4.0,2.0,1200.0,,,,,0.75,0.06666666666666667,
11086515,1085.9546157,2,50000.0,1500.0,,,2020.0,9,42660,4,321.0,AHS_2023,2023,0,1,4.0,3.0,1700.0,0.8823529411764706,0.0,0.0,0.0,0.75,0.1,0.5774509803921569
11086518,3361.1915536,1,140000.0,,15638.0,554120.0,2016.0,5,99999,7,454.0,AHS_2023,2023,1,0,4.0,7.0,1200.0,,,,,0.75,0.23333333333333334,
11086519,2529.6304672,,,,,,,5,99998,4,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11086521,3672.48495,2,52800.0,1700.0,,,2021.0,2,99998,5,369.0,AHS_2023,2023,0,1,4.0,2.0,930.0,1.8279569892473118,0.0,0.0,0.0,0.75,0.06666666666666667,0.881541218637993
11086522,1186.5237571,1,283000.0,,,530559.0,2017.0,7,19100,9,501.0,AHS_2023,2023,1,0,5.0,6.0,1100.0,,,,,1.0,0.2,
11086523,1521.6460433,1,200000.0,,496.0,263347.0,2016.0,7,26420,5,501.0,AHS_2023,2023,1,0,5.0,7.0,1100.0,,1.0,,1.0,1.0,0.23333333333333334,
11086524,1515.6350891,1,2000.0,,,216230.0,2015.0,7,26420,6,7.0,AHS_2023,2023,1,0,1.0,8.0,1100.0,,,,,0.0,0.26666666666666666,
11086525,5834.625428,2,147900.0,2000.0,,,2016.0,7,99998,6,501.0,AHS_2023,2023,0,1,5.0,7.0,1100.0,1.8181818181818181,0.0,0.0,0.0,1.0,0.23333333333333334,1.0171717171717172
11086528,6037.7879829,2,40000.0,1100.0,,,2019.0,6,99998,5,132.0,AHS_2023,2023,0,1,5.0,4.0,550.0,2.0,,,,1.0,0.13333333333333333,1.0444444444444445
11086531,5379.98617,1,445300.0,,1259.0,530316.0,2020.0,4,99998,9,501.0,AHS_2023,2023,1,0,5.0,3.0,690.0,,0.0,,0.0,1.0,0.1,
11086541,1264.8175515,1,134000.0,,2188.0,496975.0,2022.0,7,19100,8,501.0,AHS_2023,2023,1,0,5.0,1.0,1100.0,,0.0,,0.0,1.0,0.03333333333333333,
11086543,5379.98617,1,503000.0,,3352.0,832728.0,2022.0,4,99998,9,501.0,AHS_2023,2023,1,0,5.0,1.0,690.0,,,,,1.0,0.03333333333333333,
11086544,3566.2384764,2,118000.0,1600.0,,,2019.0,9,99998,4,387.0,AHS_2023,2023,0,1,5.0,4.0,1700.0,0.9411764705882353,0.0,0.0,0.0,1.0,0.13333333333333333,0.6915032679738563
11086547,1911.8241556,1,88800.0,,1306.0,395154.0,2019.0,5,12060,11,369.0,AHS_2023,2023,1,0,5.0,4.0,1200.0,,0.0,,0.0,1.0,0.13333333333333333,
11086551,6881.5469116,2,60004.0,1100.0,,,2022.0,4,99998,1,385.0,AHS_2023,2023,0,1,5.0,1.0,690.0,1.5942028985507246,0.0,1.0,1.0,1.0,0.03333333333333333,0.8758454106280192
11086552,5783.5018475,1,78500.0,,1085.0,385128.0,2021.0,7,99998,8,335.0,AHS_2023,2023,1,0,4.0,2.0,1100.0,,,,,0.75,0.06666666666666667,
11086555,5783.5018475,1,129400.0,,,410211.0,2023.0,7,99998,5,501.0,AHS_2023,2023,1,0,4.0,0.0,1100.0,,,,,0.75,0.0,
11086557,4802.3485335,1,110000.0,,2883.0,543525.0,2023.0,8,99998,9,501.0,AHS_2023,2023,1,0,5.0,0.0,1300.0,,,,,1.0,0.0,
11086559,3396.7157543,1,51000.0,,570.0,108554.0,2016.0,5,99998,5,255.0,AHS_2023,2023,1,0,4.0,7.0,1200.0,,,,,0.75,0.23333333333333334,
11086560,1855.3564219,1,425000.0,,2701.0,816215.0,2017.0,5,47900,6,501.0,AHS_2023,2023,1,0,5.0,6.0,1200.0,,,,,1.0,0.2,
11086562,673.29535498,2,100000.0,1800.0,,,2016.0,9,42660,4,415.0,AHS_2023,2023,0,1,3.0,7.0,1700.0,1.0588235294117647,,,,0.5,0.23333333333333334,0.5973856209150327
11086565,6532.5841435,1,52000.0,,1137.0,396163.0,2019.0,5,99998,7,334.0,AHS_2023,2023,1,0,5.0,4.0,1200.0,,0.0,,0.0,1.0,0.13333333333333333,
11086567,1108.7604586,2,39500.0,2500.0,,,2021.0,9,40140,4,169.0,AHS_2023,2023,0,1,5.0,2.0,1700.0,1.4705882352941178,,,,1.0,0.06666666666666667,0.8457516339869282
11086568,1206.0292797,1,122100.0,,2522.0,737198.0,2021.0,9,40140,9,323.0,AHS_2023,2023,1,0,4.0,2.0,1700.0,,0.0,,0.0,0.75,0.06666666666666667,
11086571,1119.1842998,1,134300.0,,769.0,753648.0,2016.0,9,40140,9,429.0,AHS_2023,2023,1,0,4.0,7.0,1700.0,,,,,0.75,0.23333333333333334,
11086573,4063.8357759,,,,,99883.0,,6,99999,4,,AHS_2023,2023,0,0,,,550.0,,,,,,,
11086574,8255.6442016,2,50000.0,640.0,,,2016.0,6,99999,4,207.0,AHS_2023,2023,0,1,5.0,7.0,550.0,1.1636363636363636,1.0,1.0,1.0,1.0,0.23333333333333334,0.798989898989899
11086577,1648.8401638,1,63900.0,,1031.0,298199.0,2016.0,7,26420,10,179.0,AHS_2023,2023,1,0,4.0,7.0,1100.0,,0.0,,0.0,0.75,0.23333333333333334,
11086578,1271.4289248,1,34200.0,,872.0,269749.0,2020.0,7,26420,6,221.0,AHS_2023,2023,1,0,3.0,3.0,1100.0,,,,,0.5,0.1,
11086581,4027.3903611,1,12300.0,,,40728.0,2000.0,7,99999,5,79.0,AHS_2023,2023,1,0,3.0,23.0,1100.0,,,,,0.5,0.7666666666666667,
11086583,837.14973499,1,150000.0,,2383.0,842200.0,2021.0,9,42660,8,501.0,AHS_2023,2023,1,0,5.0,2.0,1700.0,,,,,1.0,0.06666666666666667,
11086587,780.61998751,1,198980.0,,,1422970.0,2016.0,9,42660,9,501.0,AHS_2023,2023,1,0,5.0,7.0,1700.0,,,,,1.0,0.23333333333333334,
11086588,5900.168743,1,90400.0,,924.0,122830.0,2021.0,9,99998,4,452.0,AHS_2023,2023,1,0,3.0,2.0,1700.0,,0.0,,0.0,0.5,0.06666666666666667,
11086589,858.35210019,2,15000.0,1000.0,,,2023.0,3,19820,3,97.0,AHS_2023,2023,0,1,3.0,0.0,800.0,1.25,,,,0.5,0.0,0.5833333333333334
11086591,1311.40842,1,40000.0,,,231483.0,2015.0,3,19820,6,97.0,AHS_2023,2023,1,0,4.0,8.0,800.0,,,,,0.75,0.26666666666666666,
11086592,570.58782661,,,,,985307.0,,9,40140,6,,AHS_2023,2023,0,0,,,1700.0,,,,,,,
11086601,479.25637641,,,,,,,9,42660,5,,AHS_2023,2023,0,0,,,1700.0,,,,,,,
11086605,280.72696707,,,,,,,9,42660,4,,AHS_2023,2023,0,0,,,1700.0,,,,,,,
11086606,687.4663028,2,1800.0,440.0,,,2021.0,3,19820,4,13.0,AHS_2023,2023,0,1,5.0,2.0,800.0,0.55,0.0,0.0,0.0,1.0,0.06666666666666667,0.5388888888888889
11086615,1659.3145147,1,796600.0,,,473087.0,2017.0,5,12060,8,501.0,AHS_2023,2023,1,0,5.0,6.0,1200.0,,,,,1.0,0.2,
11086618,6039.7824509,2,250100.0,4100.0,,,2016.0,2,35620,2,501.0,AHS_2023,2023,0,1,5.0,7.0,930.0,2.6881720430107525,,,,1.0,0.23333333333333334,1.307168458781362
11086619,1217.3675788,1,0.0,,,850101.0,2022.0,9,40140,9,1.0,AHS_2023,2023,1,0,4.0,1.0,1700.0,,,,,0.75,0.03333333333333333,
11086622,4618.1194713,2,95000.0,4100.0,,,2023.0,2,35620,2,501.0,AHS_2023,2023,0,1,5.0,0.0,930.0,2.6881720430107525,0.0,0.0,0.0,1.0,0.0,1.2293906810035842
11086623,6052.5192572,1,40000.0,,,62602.0,2015.0,5,99999,8,89.0,AHS_2023,2023,1,0,4.0,8.0,1200.0,,,,,0.75,0.26666666666666666,
11086625,3786.4813289,1,112100.0,,,252635.0,2014.0,4,99999,6,501.0,AHS_2023,2023,1,0,5.0,9.0,690.0,,,,,1.0,0.3,
11086626,4413.4627529,2,9600.0,760.0,,,2020.0,6,99998,5,61.0,AHS_2023,2023,0,1,4.0,3.0,550.0,1.3818181818181818,,,,0.75,0.1,0.743939393939394
11086627,4147.1792356,1,75300.0,,,340472.0,2016.0,6,99998,6,374.0,AHS_2023,2023,1,0,5.0,7.0,550.0,,,,,1.0,0.23333333333333334,
11086628,2163.1018477,,,,,,,5,99998,4,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11086631,1511.5296279,1,758000.0,,2316.0,1241779.0,2015.0,5,12060,14,501.0,AHS_2023,2023,1,0,5.0,8.0,1200.0,,0.0,,0.0,1.0,0.26666666666666666,
11086634,997.67270962,1,22000.0,,960.0,463601.0,2018.0,5,12060,6,141.0,AHS_2023,2023,1,0,5.0,5.0,1200.0,,0.0,,0.0,1.0,0.16666666666666666,
11086636,1511.5296279,1,282000.0,,1951.0,704317.0,2019.0,5,12060,8,501.0,AHS_2023,2023,1,0,5.0,4.0,1200.0,,,,,1.0,0.13333333333333333,
11086638,4556.0074073,1,1700.0,,,915057.0,1997.0,2,35620,4,12.0,AHS_2023,2023,1,0,5.0,26.0,930.0,,,,,1.0,0.8666666666666667,
11086640,1119.1842998,1,428030.0,,3328.0,903303.0,2019.0,9,40140,9,501.0,AHS_2023,2023,1,0,5.0,4.0,1700.0,,,,,1.0,0.13333333333333333,
11086643,8403.2547037,2,18700.0,770.0,,,2023.0,4,99999,3,120.0,AHS_2023,2023,0,1,3.0,0.0,690.0,1.1159420289855073,0.0,0.0,0.0,0.5,0.0,0.5386473429951691
11086646,1178.4458891,1,130600.0,,,770328.0,2015.0,9,40140,9,501.0,AHS_2023,2023,1,0,5.0,8.0,1700.0,,,,,1.0,0.26666666666666666,
11086649,4505.7063576,1,50000.0,,1501.0,310351.0,2022.0,3,99999,6,242.0,AHS_2023,2023,1,0,5.0,1.0,800.0,,,,,1.0,0.03333333333333333,
11086650,2304.5876942,2,1200.0,660.0,,,2022.0,3,99999,4,7.0,AHS_2023,2023,0,1,5.0,1.0,800.0,0.825,0.0,0.0,0.0,1.0,0.03333333333333333,0.6194444444444445
11086655,1035.3487776,1,85000.0,,,664226.0,2015.0,9,40140,7,472.0,AHS_2023,2023,1,0,5.0,8.0,1700.0,,,,,1.0,0.26666666666666666,
11086656,1097.4995943,1,55000.0,,1849.0,690592.0,2016.0,9,40140,8,273.0,AHS_2023,2023,1,0,3.0,7.0,1700.0,,,,,0.5,0.23333333333333334,
11086657,1090.1712176,1,30000.0,,1895.0,663480.0,2016.0,9,40140,10,150.0,AHS_2023,2023,1,0,2.0,7.0,1700.0,,,,,0.25,0.23333333333333334,
11086661,1045.0824501,1,140000.0,,,671347.0,2014.0,9,40140,8,501.0,AHS_2023,2023,1,0,5.0,9.0,1700.0,,,,,1.0,0.3,
11086663,4473.575434,1,444000.0,,1107.0,621454.0,2016.0,9,99998,8,501.0,AHS_2023,2023,1,0,5.0,7.0,1700.0,,0.0,,0.0,1.0,0.23333333333333334,
11086667,1217.3675788,1,281500.0,,734.0,614872.0,2016.0,9,40140,8,501.0,AHS_2023,2023,1,0,5.0,7.0,1700.0,,0.0,,0.0,1.0,0.23333333333333334,
11086668,1119.1842998,2,80000.0,2300.0,,,2022.0,9,40140,3,334.0,AHS_2023,2023,0,1,4.0,1.0,1700.0,1.3529411764705883,,,,0.75,0.03333333333333333,0.7120915032679739
11086670,3154.9853389,2,24620.0,1300.0,,,2017.0,5,99998,5,171.0,AHS_2023,2023,0,1,4.0,6.0,1200.0,1.0833333333333333,,,,0.75,0.2,0.6777777777777777
11086677,3437.5417651,2,100000.0,30.0,,,2022.0,9,99998,7,250.0,AHS_2023,2023,0,1,4.0,1.0,1700.0,0.01764705882352941,,,,0.75,0.03333333333333333,0.2669934640522876
11086679,4875.9885512,2,72000.0,1300.0,,,2019.0,9,99998,4,462.0,AHS_2023,2023,0,1,5.0,4.0,1700.0,0.7647058823529411,0.0,0.0,0.0,1.0,0.13333333333333333,0.6326797385620915
11086681,829.47590646,1,60000.0,,,302095.0,2013.0,9,42660,6,298.0,AHS_2023,2023,1,0,4.0,10.0,1700.0,,,,,0.75,0.3333333333333333,
11086682,837.14973499,1,181004.0,,2186.0,1016580.0,2018.0,9,42660,8,501.0,AHS_2023,2023,1,0,5.0,5.0,1700.0,,,,,1.0,0.16666666666666666,
11086688,1549.9519709,1,92000.0,,899.0,505660.0,2020.0,7,19100,6,458.0,AHS_2023,2023,1,0,4.0,3.0,1100.0,,0.0,,0.0,0.75,0.1,
11086690,4240.8103576,1,210000.0,,,556202.0,2022.0,5,99998,9,501.0,AHS_2023,2023,1,0,5.0,1.0,1200.0,,,,,1.0,0.03333333333333333,
11086691,4311.1599477,1,370000.0,,2722.0,371317.0,2022.0,5,99998,5,501.0,AHS_2023,2023,1,0,5.0,1.0,1200.0,,0.0,,0.0,1.0,0.03333333333333333,
11086693,837.14973499,1,72040.0,,1210.0,565682.0,2017.0,9,42660,5,465.0,AHS_2023,2023,1,0,4.0,6.0,1700.0,,0.0,,0.0,0.75,0.2,
11086694,2672.0958196,1,97940.0,,,630393.0,2017.0,9,99998,5,488.0,AHS_2023,2023,1,0,5.0,6.0,1700.0,,,,,1.0,0.2,
11086701,1045.0824501,1,92000.0,,1711.0,591398.0,2016.0,9,40140,6,501.0,AHS_2023,2023,1,0,5.0,7.0,1700.0,,0.0,,0.0,1.0,0.23333333333333334,
11086703,920.20975729,1,64200.0,,1124.0,348155.0,2016.0,7,19100,7,267.0,AHS_2023,2023,1,0,5.0,7.0,1100.0,,,,,1.0,0.23333333333333334,
11086705,1229.9572678,2,120000.0,5000.0,,,2022.0,7,26420,6,396.0,AHS_2023,2023,0,1,3.0,1.0,1100.0,2.6881720430107525,0.0,0.0,0.0,0.5,0.03333333333333333,1.0738351254480285
11086707,1422.5520589,1,244500.0,,2416.0,607244.0,2020.0,7,26420,9,501.0,AHS_2023,2023,1,0,5.0,3.0,1100.0,,,,,1.0,0.1,
11086710,4921.7446658,1,178200.0,,2233.0,521606.0,2020.0,5,99998,9,424.0,AHS_2023,2023,1,0,4.0,3.0,1200.0,,0.0,,0.0,0.75,0.1,
11086715,494.40049513,,,,,769598.0,,9,40140,6,,AHS_2023,2023,0,0,,,1700.0,,,,,,,
11086718,1004.7865516,2,216000.0,2800.0,,,2017.0,9,40140,5,501.0,AHS_2023,2023,0,1,5.0,6.0,1700.0,1.6470588235294117,,,,1.0,0.2,0.9490196078431373
11086719,5099.717267,1,220000.0,,1384.0,1029874.0,2017.0,5,99998,10,501.0,AHS_2023,2023,1,0,5.0,6.0,1200.0,,0.0,,0.0,1.0,0.2,
11086720,5770.5688364,1,77500.0,,1727.0,647147.0,2016.0,5,99998,7,429.0,AHS_2023,2023,1,0,4.0,7.0,1200.0,,,,,0.75,0.23333333333333334,
11086721,2980.003792,,,,,,,5,99998,4,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11086723,3948.8747447,2,97004.0,1100.0,,,2022.0,9,99998,5,501.0,AHS_2023,2023,0,1,4.0,1.0,1700.0,0.6470588235294118,,,,0.75,0.03333333333333333,0.47679738562091506
11086724,4707.9887986,2,46000.0,770.0,,,2009.0,3,99998,3,297.0,AHS_2023,2023,0,1,4.0,14.0,800.0,0.9625,,,,0.75,0.4666666666666667,0.7263888888888889
11086725,1410.0744262,2,190000.0,2600.0,,,2023.0,9,40140,5,501.0,AHS_2023,2023,0,1,5.0,0.0,1700.0,1.5294117647058822,0.0,0.0,0.0,1.0,0.0,0.8431372549019608
11086726,1410.0744262,2,120000.0,2200.0,,,2023.0,9,40140,3,501.0,AHS_2023,2023,0,1,4.0,0.0,1700.0,1.2941176470588236,,,,0.75,0.0,0.6813725490196078
11086729,6120.2319252,1,454000.0,,1961.0,943857.0,2016.0,9,99998,4,501.0,AHS_2023,2023,1,0,5.0,7.0,1700.0,,0.0,,0.0,1.0,0.23333333333333334,
11086733,2290.9996204,1,213900.0,,1928.0,447670.0,2016.0,6,99998,8,501.0,AHS_2023,2023,1,0,5.0,7.0,550.0,,0.0,,0.0,1.0,0.23333333333333334,
11086735,4687.9728282,1,82000.0,,432.0,239967.0,2013.0,7,99998,5,341.0,AHS_2023,2023,1,0,5.0,10.0,1100.0,,,,,1.0,0.3333333333333333,
11086739,949.23588851,1,106000.0,,1582.0,477862.0,2020.0,9,40140,5,501.0,AHS_2023,2023,1,0,5.0,3.0,1700.0,,,,,1.0,0.1,
11086740,1160.9395275,2,99000.0,1500.0,,,2014.0,9,41860,5,317.0,AHS_2023,2023,0,1,3.0,9.0,1700.0,0.8823529411764706,,,,0.5,0.3,0.5607843137254902
11086744,3758.0146341,1,41000.0,,1116.0,348221.0,2019.0,9,99998,7,204.0,AHS_2023,2023,1,0,2.0,4.0,1700.0,,,,,0.25,0.13333333333333333,
11086745,1410.0744262,1,72000.0,,,892479.0,2020.0,9,40140,7,234.0,AHS_2023,2023,1,0,5.0,3.0,1700.0,,,,,1.0,0.1,
11086748,4473.575434,1,158150.0,,1112.0,734115.0,2015.0,9,99998,8,501.0,AHS_2023,2023,1,0,5.0,8.0,1700.0,,0.0,,0.0,1.0,0.26666666666666666,
11086749,1071.992134,1,120100.0,,2107.0,573781.0,2016.0,9,40140,6,501.0,AHS_2023,2023,1,0,4.0,7.0,1700.0,,0.0,,0.0,0.75,0.23333333333333334,
11086754,6402.3102049,1,160000.0,,1096.0,402517.0,2019.0,2,99998,8,501.0,AHS_2023,2023,1,0,5.0,4.0,930.0,,0.0,,0.0,1.0,0.13333333333333333,
11086755,2980.003792,,,,,2192789.0,,5,99998,10,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11086756,8090.9864561,2,122004.0,1400.0,,,2017.0,2,99998,5,501.0,AHS_2023,2023,0,1,5.0,6.0,930.0,1.5053763440860215,,,,1.0,0.2,0.9017921146953406
11086757,4637.4512332,2,65450.0,6000.0,,,2014.0,2,99998,1,455.0,AHS_2023,2023,0,1,4.0,9.0,930.0,2.6881720430107525,,,,0.75,0.3,1.2460573476702508
11086758,2193.434352,,,,,,,3,99998,3,,AHS_2023,2023,0,0,,,800.0,,,,,,,
11086760,5031.7028767,2,135000.0,1800.0,,,2022.0,5,99998,6,445.0,AHS_2023,2023,0,1,4.0,1.0,1200.0,1.5,0.0,0.0,0.0,0.75,0.03333333333333333,0.7611111111111111
11086764,899.28524363,2,101500.0,1300.0,,,2015.0,9,41860,4,327.0,AHS_2023,2023,0,1,3.0,8.0,1700.0,0.7647058823529411,,,,0.5,0.26666666666666666,0.5104575163398692
11086770,2433.7443522,,,,,51054.0,,7,99999,4,,AHS_2023,2023,0,0,,,1100.0,,,,,,,
11086772,2884.2990549,1,78000.0,,1280.0,515487.0,2006.0,9,99998,4,501.0,AHS_2023,2023,1,0,5.0,17.0,1700.0,,0.0,,0.0,1.0,0.5666666666666667,
11086773,5262.8176649,1,236400.0,,1596.0,330876.0,2014.0,2,35620,5,501.0,AHS_2023,2023,1,0,4.0,9.0,930.0,,,,,0.75,0.3,
11086776,898.09037373,2,150000.0,760.0,,,2022.0,7,99998,3,501.0,AHS_2023,2023,0,1,3.0,1.0,1100.0,0.6909090909090909,,,,0.5,0.03333333333333333,0.4080808080808081
11086778,4610.2997173,1,33100.0,,667.0,387452.0,2016.0,2,99998,5,231.0,AHS_2023,2023,1,0,4.0,7.0,930.0,,0.0,,0.0,0.75,0.23333333333333334,
11086780,2884.2990549,3,34700.0,,,,2022.0,9,99998,5,111.0,AHS_2023,2023,0,0,3.0,1.0,1700.0,,,,,0.5,0.03333333333333333,
11086782,1108.1853547,2,215000.0,3800.0,,,2020.0,9,41860,3,501.0,AHS_2023,2023,0,1,5.0,3.0,1700.0,2.235294117647059,0.0,0.0,0.0,1.0,0.1,1.111764705882353
11086783,1108.1853547,1,200000.0,,5709.0,1414586.0,2019.0,9,41860,3,501.0,AHS_2023,2023,1,0,5.0,4.0,1700.0,,,,,1.0,0.13333333333333333,
11086784,5722.8022448,2,40000.0,600.0,,,2020.0,7,99999,5,199.0,AHS_2023,2023,0,1,3.0,3.0,1100.0,0.5454545454545454,0.0,0.0,0.0,0.5,0.1,0.38181818181818183
11086791,2744.8928513,2,117400.0,1600.0,,,2019.0,9,99998,5,501.0,AHS_2023,2023,0,1,3.0,4.0,1700.0,0.9411764705882353,0.0,0.0,0.0,0.5,0.13333333333333333,0.5248366013071896
11086792,2286.6656739,2,55000.0,1300.0,,,2023.0,5,12060,3,353.0,AHS_2023,2023,0,1,3.0,0.0,1200.0,1.0833333333333333,0.0,0.0,0.0,0.5,0.0,0.5277777777777778
