yy1,y1,WEIGHT,hhsex,age,agecl,educ,edcl,race,lf,married,kids,INCOME,inccat,NETWORTH,nwcat,housecl,mrthel,rent,turndown,turnfear,late,checking,saving,fin,debt,SURVEY_YEAR,SOURCE,IS_OWNER,IS_RENTER,CREDIT_EXCLUDED,EDU_TIER,Rp
2212,22121,311.11142465399143,1,54,3,13,4,1,1,1,2,3340100.4153651,6,22276795.973509934,5,1,256184.37086092716,,0,0,0,28400.529801324505,12519.417218543047,1879419.5496688741,256184.37086092716,2019,SCF,1,0,0.0,5,
2213,22131,4959.284801595816,1,55,4,12,4,3,1,1,0,24785.197428504274,1,137714.7486092715,2,2,0.0,1391.046357615894,0,0,1,0.0,0.0,1.159205298013245,0.0,2019,SCF,0,1,0.0,5,0.6734889378848931
2214,22141,3247.5850198887283,1,41,2,4,1,3,1,1,0,36587.672394458685,2,78188.39735099337,2,2,0.0,811.4437086092715,0,0,0,46.3682119205298,0.0,46.3682119205298,568.01059602649,2019,SCF,0,1,0.0,2,0.2661367577125788
2215,22151,2479.7044756475943,1,65,5,14,4,1,1,1,0,276177.9142033333,6,1488767.3642384105,5,1,0.0,,0,0,0,2666.1721854304637,16228.874172185431,702246.5695364239,94475.23178807947,2019,SCF,1,0,0.0,5,
2216,22161,2770.4715047914588,1,48,3,9,3,3,1,2,0,88518.56224465813,4,1797347.8145695364,5,2,0.0,1970.6490066225165,1,1,0,4057.218543046358,0.0,4057.218543046358,22024.900662251657,2019,SCF,0,1,1.0,4,0.26715061202767426
2217,22171,3305.348362166671,1,77,6,14,4,1,0,1,0,537012.6109509259,6,13438898.860927152,5,1,0.0,,0,0,0,59930.91390728477,463682.119205298,11803839.78807947,0.0,2019,SCF,1,0,0.0,5,
2218,22181,31.636535694183312,1,60,4,12,4,1,1,1,0,10551412.619563246,6,178157103.0463576,5,1,0.0,,0,0,0,318781.45695364237,0.0,64255908.87417219,0.0,2019,SCF,1,0,0.0,5,
2219,22191,8386.271717280739,1,59,4,11,3,1,1,2,0,94419.79972763534,4,423921.3774834437,3,1,104328.47682119206,,0,0,0,4057.218543046358,36514.96688741722,248069.93377483444,109313.05960264901,2019,SCF,1,0,0.0,4,
2220,22201,1005.5469695728007,1,53,3,11,3,2,1,2,0,84977.81975487179,3,175967.3642384106,3,1,92736.4238410596,,0,0,0,8114.437086092716,17388.079470198674,141423.04635761588,114413.56291390728,2019,SCF,1,0,0.0,4,
2221,22211,4522.290403541494,1,66,5,12,4,1,1,1,0,378859.4464071368,6,1527484.821192053,5,1,370945.6953642384,,0,0,0,1622.887417218543,1159.205298013245,861753.2185430464,410358.67549668875,2019,SCF,1,0,0.0,5,
2222,22221,3978.0173808798854,2,47,3,1,1,1,0,2,0,9205.930473444445,1,-2874.8291390728477,1,2,0.0,150.69668874172186,0,0,0,23.1841059602649,0.0,23.1841059602649,2898.0132450331125,2019,SCF,0,1,0.0,2,0.1964342735497605
2223,22231,3106.3627412574483,1,36,2,8,2,1,1,1,2,141629.69959145298,4,420049.63178807945,3,1,255025.1655629139,,1,1,0,5564.185430463576,46368.2119205298,376857.64238410594,258201.3880794702,2019,SCF,1,0,1.0,3,
2224,22241,555.3710084882621,1,50,3,14,4,1,1,1,2,2608346.967475926,6,14198989.774834437,5,1,3836969.536423841,,0,0,0,125194.17218543046,649154.9668874172,4108223.5761589403,6217397.61589404,2019,SCF,1,0,0.0,5,
2225,22251,1781.442085956589,2,26,1,13,4,1,1,2,0,40128.414884245016,2,-33303.96821192053,1,2,0.0,695.523178807947,0,0,0,0.0,7071.152317880795,10050.309933774834,50077.66887417219,2019,SCF,0,1,0.0,5,0.20798923081739348
2226,22261,1820.1932010333428,1,40,2,8,2,1,1,1,0,342271.77401267807,6,1094521.642384106,4,1,183154.43708609272,,0,0,0,11012.450331125829,9273.64238410596,361672.05298013246,585398.6754966887,2019,SCF,1,0,0.0,3,
2227,22271,399.92839403072855,1,44,2,14,4,1,1,1,3,755358.3978210827,6,1902835.4966887417,5,1,278209.2715231788,,0,0,0,17388.079470198674,280527.6821192053,1364384.6357615895,363410.86092715233,2019,SCF,1,0,0.0,5,
2228,22281,5977.280487879842,2,32,1,14,4,1,1,2,0,95600.04722423077,4,13330.860927152318,1,2,0.0,2202.4900662251657,0,0,0,3477.615894039735,0.0,5216.423841059603,11592.05298013245,2019,SCF,0,1,0.0,5,0.2764630516626259
2229,22291,9755.239842316594,1,31,1,12,4,1,1,2,3,47209.89986381767,2,67929.43046357617,2,1,139104.6357615894,,0,0,0,0.0,0.0,0.0,152667.33774834438,2019,SCF,1,0,0.0,5,
2230,22301,4129.547684238192,1,65,5,10,3,1,1,2,0,148711.18457102563,5,2200171.655629139,5,1,202860.9271523179,,0,0,0,3477.615894039735,11592.05298013245,1916166.357615894,202860.9271523179,2019,SCF,1,0,0.0,4,
2231,22311,6764.201133929173,1,58,4,8,2,3,1,1,0,54291.38484339031,3,65298.03443708609,2,1,11592.05298013245,,1,1,0,811.4437086092715,0.0,811.4437086092715,12020.958940397351,2019,SCF,1,0,1.0,3,
2232,22321,2496.5675169504007,1,46,3,10,3,1,1,1,2,136908.7096050712,4,1635406.834437086,5,1,0.0,,0,0,0,13910.46357615894,86940.39735099337,830338.7549668874,0.0,2019,SCF,1,0,0.0,4,
2233,22331,6665.779686984187,2,75,6,9,3,1,1,1,0,28325.939918290598,1,244128.6357615894,3,1,0.0,,0,0,0,1391.046357615894,0.0,1391.046357615894,1854.728476821192,2019,SCF,1,0,0.0,4,
2234,22341,573.0596547367929,1,49,3,12,4,1,1,1,0,103861.77970039885,4,116175.55496688742,2,2,0.0,1391.046357615894,0,0,0,3384.8794701986753,18199.523178807947,82558.60132450331,24343.311258278147,2019,SCF,0,1,0.0,5,0.16071895108616768
2235,22351,1542.9228073576219,1,67,5,14,4,1,1,1,0,750637.4078347008,6,21037257.74834437,5,1,0.0,,0,0,0,19706.490066225164,0.0,13782371.390728477,0.0,2019,SCF,1,0,0.0,5,
2236,22361,5201.6902373809835,2,29,1,12,4,3,0,2,2,24785.197428504274,1,-21688.731125827813,1,2,0.0,463.682119205298,0,0,0,231.841059602649,0.0,336.16953642384107,22024.900662251657,2019,SCF,0,1,0.0,5,0.2244963126282977
2237,22371,3807.2046136705294,2,48,3,5,1,1,1,2,0,24785.197428504274,1,-12275.984105960264,1,2,0.0,950.548344370861,1,1,1,266.61721854304636,0.0,266.61721854304636,12542.601324503312,2019,SCF,0,1,1.0,2,0.4602174408880103
2238,22381,4509.12228255117,2,52,3,8,2,3,1,2,0,15343.217455740742,1,811.4437086092715,1,2,0.0,985.3245033112582,1,1,0,0.0,0.0,811.4437086092715,0.0,2019,SCF,0,1,1.0,3,0.7706267654644451
2239,22391,3327.650482947383,1,58,4,10,3,1,1,2,0,75535.83978210826,3,871768.7523178807,4,2,0.0,927.364238410596,0,0,0,927.364238410596,0.0,737022.7284768212,0.0,2019,SCF,0,1,0.0,4,0.14732570516232038
2240,22401,5559.884463466371,1,78,6,13,4,1,1,1,0,17939.761948250714,1,573806.6225165563,4,1,208656.95364238412,,0,1,0,18547.28476821192,1159.205298013245,285164.5033112583,237637.08609271524,2019,SCF,1,0,1.0,5,
2241,22411,303.011096968644,1,48,3,14,4,1,1,1,3,3340100.4153651,6,14965108.55629139,5,1,231841.059602649,,0,0,0,39412.98013245033,1443210.59602649,10379524.238410596,1275125.8278145695,2019,SCF,1,0,0.0,5,
2242,22421,428.87260713153535,1,58,4,12,4,1,1,1,0,2549334.592646154,6,40324579.178807944,5,1,0.0,,0,0,0,28980.132450331126,23184.1059602649,11342823.841059603,2035564.5033112583,2019,SCF,1,0,0.0,5,
2243,22431,24.558454509272163,1,72,5,13,4,1,0,1,0,1316212.0082032364,6,7085062.781456954,5,1,0.0,,0,0,0,42890.596026490064,547144.9006622516,1250782.5165562914,0.0,2019,SCF,1,0,0.0,5,
